STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,median_household_income,population,state,county,tract,county_name,ST,STATE,ST_ABBR,COUNTY,STCNTY,LOCATION,AREA_SQMI,svi_theme1_pctile,svi_theme2_pctile,svi_theme3_pctile,svi_theme4_pctile,svi_overall_pctile,svi_theme1_score,svi_theme2_score,svi_theme3_score,svi_theme4_score,svi_overall_score,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,F_THEME1,F_THEME2,F_THEME3,F_THEME4,F_TOTAL,State Name,State Name Abbreviation,County Name,County FIPS Code,pop_2020,area_sqmi,nri_value,nri_score,nri_rating,eal_total,eal_score,eal_rating,social_vuln_score,social_vuln_rating,resilience_score,resilience_rating,coastal_flood_eal_total,coastal_flood_eal_score,coastal_flood_risk_score,coastal_flood_risk_value,coastal_flood_risk_rating,inland_flood_eal_total,inland_flood_eal_score,inland_flood_risk_score,inland_flood_risk_value,inland_flood_risk_rating,hurricane_eal_total,hurricane_eal_score,hurricane_risk_score,hurricane_risk_value,hurricane_risk_rating,in_floodplain
12,011,060303,12011060303,603.03,Census Tract 603.03,G5020,S,1091219,0,+26.1580017,-080.2229792,38319,6883,12,011,060303,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 603.03; Broward County; Florida,0.421321838338,0.943,0.8325,0.9215,0.9621,0.9742,4.1896,3.045,0.9215,3.692,11.8481,52.1,6.4,66.1,14.9,17.7,9.9,31.1,9.0,19.2,9.2,93.5,58.9,0.0,12.9,18.4,3.5,2.0,2.0,1.0,3.0,8.0,Florida,FL,Broward,011,8194.0,0.42557541,1777513.90598495,58.2010393255087,Relatively Moderate,1162541.19352207,40.9716513610635,Relatively Low,84.64135521,Very High,34.8134107333254,Relatively Low,0.0,0.0,0.0,0.0,No Rating,449244.11507946,37.7093266317495,53.101922871107,686889.777485108,Relatively Moderate,475809.540004296,89.4529789031874,92.2100379586672,727508.04760355,Relatively High,True
12,086,003710,12086003710,37.10,Census Tract 37.10,G5020,S,1001420,0,+25.7851139,-080.1905229,100360,6857,12,086,003710,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 37.10; Miami-Dade County; Florida,0.38665026484,0.6787,0.0164,0.7833,0.9793,0.6805,3.0633,1.1289,0.7833,3.8449,8.8204,19.1,7.7,31.6,6.0,21.3,2.0,9.9,5.1,0.6,10.8,75.2,95.7,0.6,4.1,7.6,8.4,0.0,0.0,0.0,2.0,2.0,Florida,FL,Miami-Dade,086,6541.0,0.3905538,957805.372131829,26.7073359257013,Relatively Low,1042183.27860499,35.3030979167156,Relatively Low,22.74299591,Relatively Low,33.6358251392015,Relatively Low,33794.64926,91.8355975376778,90.8537417751932,31058.5453394203,Relatively Moderate,162305.06126923,6.19818211710548,3.74347448658033,149164.415510427,Very Low,629750.943660054,91.4809325262152,90.5693800084353,578764.646608097,Relatively High,True
12,086,016402,12086016402,164.02,Census Tract 164.02,G5020,S,3264781,26863,+25.7198600,-080.4714862,96375,2390,12,086,016402,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 164.02; Miami-Dade County; Florida,1.260538473662,0.2067,0.7939,0.9169,0.2278,0.3984,1.4985,2.9636,0.9169,1.5656,6.9446,11.3,0.5,23.4,14.9,5.4,17.0,27.4,7.2,6.3,18.8,93.0,0.0,0.0,4.9,1.1,0.4,0.0,1.0,1.0,0.0,2.0,Florida,FL,Miami-Dade,086,2490.0,1.28374116,1067036.60318446,31.7446160798164,Relatively Low,894520.879023665,28.0127768513517,Relatively Low,55.40543742,Relatively Moderate,33.6358251392015,Relatively Low,4781.59373,83.7242623646784,83.798836923581,5703.76349072602,Relatively Low,491321.071910779,42.1600864316415,44.7088342668236,586076.390097047,Relatively Low,283094.047582578,85.1726669529443,86.4515675523689,337691.067920018,Relatively Moderate,True
12,086,011010,12086011010,110.10,Census Tract 110.10,G5020,S,1594552,46915,+25.4714770,-080.4556929,37235,5228,12,086,011010,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 110.10; Miami-Dade County; Florida,0.615659716304,0.9862,0.8872,0.9687,0.7221,0.9572,4.5622,3.1691,0.9687,2.7949,11.4949,48.8,8.5,62.7,37.0,18.3,14.9,26.6,7.8,11.9,28.3,97.3,57.6,0.0,8.9,25.4,0.0,3.0,1.0,1.0,3.0,8.0,Florida,FL,Miami-Dade,086,5509.0,0.64017213,1964432.5499202,63.1634024235073,Relatively Moderate,1343373.57686058,48.9489630551706,Relatively Low,79.91826097,Relatively High,33.6358251392015,Relatively Low,14931.91617,88.5693058798556,89.3821497802168,21835.1340701352,Relatively Moderate,777036.314726318,65.7855180026775,77.1336496497925,1136270.24932681,Relatively Moderate,368136.221578298,87.3820836392348,90.0421762969211,538330.356447153,Relatively High,True
12,086,011012,12086011012,110.12,Census Tract 110.12,G5020,S,1002113,2143,+25.4860023,-080.4344974,50417,2268,12,086,011012,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 110.12; Miami-Dade County; Florida,0.386917833526,0.9905,0.9852,0.8785,0.3761,0.9258,4.619,3.6215,0.8785,1.9477,11.0667,47.3,9.1,56.3,29.5,22.8,16.6,22.1,18.3,9.7,28.0,88.6,0.0,0.0,4.5,3.9,0.8,4.0,1.0,0.0,0.0,5.0,Florida,FL,Miami-Dade,086,2710.0,0.39165984,754521.816107302,17.4735114694445,Very Low,546512.206603674,10.6771261479202,Very Low,73.46976248,Relatively High,33.6358251392015,Relatively Low,5033.78499,83.9312247930376,84.5933327872881,6949.708618865,Relatively Low,294484.546670387,19.9403433778801,27.1437575065701,406569.171345902,Relatively Low,161118.218135872,80.7372110096827,83.4022212849712,222441.894411354,Relatively Moderate,True
12,086,010622,12086010622,106.22,Census Tract 106.22,G5020,S,1814066,20101,+25.5606047,-080.3668532,62238,4432,12,086,010622,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 106.22; Miami-Dade County; Florida,0.700414510732,0.8142,0.9536,0.939,0.7511,0.9045,3.547,3.4141,0.939,2.8672,10.7673,21.3,5.2,37.5,34.4,15.7,9.3,30.7,12.0,22.0,29.0,95.3,20.3,0.0,4.0,11.8,0.4,1.0,3.0,1.0,0.0,5.0,Florida,FL,Miami-Dade,086,4253.0,0.71532513,1133695.43748185,34.7460549629577,Relatively Low,895156.771537294,28.0468327970501,Relatively Low,63.01012853,Relatively High,33.6358251392015,Relatively Low,14838.3127,88.5480789641265,88.7541977229912,18792.3813378851,Relatively Low,439666.281445643,36.6676844305611,42.0391709179123,556827.220815778,Relatively Low,295891.650469669,85.5549860785971,87.2585407001265,374739.961526909,Relatively Moderate,True
12,086,010214,12086010214,102.14,Census Tract 102.14,G5020,S,757664,0,+25.5774910,-080.3756980,49750,1584,12,086,010214,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 102.14; Miami-Dade County; Florida,0.292535585728,0.4848,0.6485,0.9157,0.7158,0.6811,2.4145,2.723,0.9157,2.7721,8.8253,19.8,1.3,36.3,18.9,7.5,29.1,15.8,10.9,3.2,17.5,92.9,20.0,1.1,2.9,1.4,0.9,0.0,0.0,1.0,0.0,1.0,Florida,FL,Miami-Dade,086,2307.0,0.29548896,757798.767179169,17.6233455816774,Very Low,477710.641554261,7.9033280879348,Very Low,87.90854706,Very High,33.6358251392015,Relatively Low,7128.036031,85.478136276799,86.6683048024681,11307.2987010002,Relatively Low,222155.957689751,11.7493012659417,21.2800114159324,352408.961020976,Relatively Low,166392.60968361,81.0004017121248,84.6843807113735,263950.817749665,Relatively Moderate,True
12,086,010211,12086010211,102.11,Census Tract 102.11,G5020,S,1430586,31457,+25.5889307,-080.3920037,63281,4169,12,086,010211,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 102.11; Miami-Dade County; Florida,0.552352115772,0.9211,0.458,0.886,0.5059,0.7884,4.0532,2.4291,0.886,2.2503,9.6186,30.6,8.6,42.2,16.0,21.3,16.6,16.7,9.2,4.2,27.4,89.5,0.0,1.0,11.1,1.0,0.4,0.0,1.0,0.0,1.0,2.0,Florida,FL,Miami-Dade,086,4479.0,0.57019677,802732.788706278,19.6877266835527,Very Low,890237.538229927,27.7873030039693,Relatively Low,20.83693656,Relatively Low,33.6358251392015,Relatively Low,5601.26479864,84.3716832944173,83.3592704835231,5050.69570649054,Relatively Low,427838.223965675,35.3841275806186,24.893867503835,385784.418080116,Relatively Low,298358.848795071,85.624246789766,84.7926332068045,269032.050934034,Relatively Moderate,True
12,086,010212,12086010212,102.12,Census Tract 102.12,G5020,S,2135313,22328,+25.5896223,-080.4042069,135846,3115,12,086,010212,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 102.12; Miami-Dade County; Florida,0.824448619926,0.2168,0.3943,0.9114,0.0897,0.2179,1.5371,2.3334,0.9114,1.0287,5.8106,5.6,1.8,15.8,9.0,15.3,7.1,27.5,4.9,5.4,9.9,92.5,0.0,0.0,1.5,0.0,0.3,0.0,0.0,1.0,0.0,1.0,Florida,FL,Miami-Dade,086,2594.0,0.84147999,1221996.33746014,38.4966644072634,Relatively Low,1217275.40503685,43.4178077365714,Relatively Low,32.93668187,Relatively Low,33.6358251392015,Relatively Low,566.648,76.7087667161961,76.4436071750348,568.845618472144,Very Low,751222.165859729,64.0968128332198,58.1166089924251,754135.614258695,Relatively Moderate,356353.409266285,87.0967295092186,86.8944186700408,357735.446853668,Relatively Moderate,True
12,086,010707,12086010707,107.07,Census Tract 107.07,G5020,S,1683091,40439,+25.5213625,-080.3949659,56050,3912,12,086,010707,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 107.07; Miami-Dade County; Florida,0.649844801282,0.8627,0.9623,0.8994,0.5286,0.875,3.7687,3.4625,0.8994,2.3039,10.4345,36.7,7.6,41.0,27.0,9.7,12.6,31.9,12.3,14.5,18.5,91.1,0.0,0.0,5.9,14.5,0.3,1.0,3.0,0.0,1.0,5.0,Florida,FL,Miami-Dade,086,3758.0,0.6721767,991014.538106518,28.2603783905914,Relatively Low,599662.061987647,13.0528219461211,Very Low,91.48788722,Very High,33.6358251392015,Relatively Low,3926.940548,82.9760135852261,84.3039287956972,6489.74717601551,Relatively Low,202668.761992209,9.78697418794185,19.4201657688512,334934.794588466,Relatively Low,269915.7581004,84.7931182557382,88.6320821031914,446068.63981842,Relatively Moderate,True
12,086,010621,12086010621,106.21,Census Tract 106.21,G5020,S,1430338,13,+25.5450483,-080.3677754,76845,4750,12,086,010621,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 106.21; Miami-Dade County; Florida,0.552256362476,0.8249,0.7247,0.9169,0.0917,0.615,3.594,2.842,0.9169,1.0389,8.3918,20.9,6.4,38.2,24.1,15.9,7.1,26.1,13.6,5.1,16.0,93.0,5.5,1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Florida,FL,Miami-Dade,086,4751.0,0.55783689,825649.838082605,20.7092147979023,Relatively Low,1006829.73365763,33.5627216572328,Relatively Low,9.209856068,Very Low,33.6358251392015,Relatively Low,21075.515,90.0313097007005,88.4320310153712,17282.9575503723,Relatively Low,437674.388829751,36.4563026986401,21.9756697941565,358914.497844049,Relatively Low,393233.030584923,87.9056946156723,86.1155630535639,322470.401079332,Relatively Moderate,True
12,086,010623,12086010623,106.23,Census Tract 106.23,G5020,S,1734462,74754,+25.5856127,-080.3592474,67542,3516,12,086,010623,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 106.23; Miami-Dade County; Florida,0.669679247124,0.7298,0.2065,0.735,0.3325,0.5249,3.2318,2.0106,0.735,1.8419,7.8193,22.3,4.5,36.1,11.6,19.3,11.0,23.2,9.4,0.0,15.6,67.7,0.8,0.0,1.3,5.2,0.3,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,3182.0,0.70559424,1090072.96416815,32.7625367153033,Relatively Low,820996.268673461,24.1832444747164,Relatively Low,68.82603803,Relatively High,33.6358251392015,Relatively Low,15030.2013,88.6091063468478,88.9808065088596,19956.2613233403,Relatively Low,291911.82187775,19.677290555934,25.0972137990082,387584.203597111,Relatively Low,405198.996205108,88.1522627474339,90.036552790665,538000.582615239,Relatively High,True
12,086,019901,12086019901,199.01,Census Tract 199.01,G5020,S,1038979,15691,+25.5994608,-080.4182334,57467,4093,12,086,019901,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 199.01; Miami-Dade County; Florida,0.401151869858,0.8026,0.826,0.8411,0.2462,0.7037,3.502,3.0308,0.8411,1.614,8.9879,37.9,5.4,35.4,19.6,11.2,16.2,25.8,8.3,7.6,20.7,83.4,0.0,0.0,8.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,Florida,FL,Miami-Dade,086,3995.0,0.4113213,1179911.57555814,36.7248165721285,Relatively Low,1132355.79593113,39.4544002630528,Relatively Low,37.82976959,Relatively Low,33.6358251392015,Relatively Low,3948.5218,82.9998938654214,82.4692166980643,4114.34868343009,Relatively Low,733136.701262253,62.8449632430655,58.7813492205059,763926.394331324,Relatively Moderate,252842.301383155,84.2805889930878,84.6618866863489,263460.971599857,Relatively Moderate,True
12,086,011105,12086011105,111.05,Census Tract 111.05,G5020,S,4829441,11803,+25.5111141,-080.4552659,138750,4116,12,086,011105,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 111.05; Miami-Dade County; Florida,1.864656828982,0.3635,0.4682,0.8098,0.7034,0.5578,2.0325,2.4401,0.8098,2.7378,8.0202,9.4,4.8,19.2,10.7,11.9,10.7,25.1,9.8,5.0,6.2,78.6,2.2,1.0,6.6,3.1,0.4,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,3630.0,1.88808516,1749776.00085249,57.3424660792218,Relatively Moderate,1573969.62234069,57.9432557484088,Relatively Moderate,46.28146656,Relatively Moderate,33.6358251392015,Relatively Low,7580.3313091,85.7302059010826,85.3523357086302,8427.02528365756,Relatively Low,774374.445008069,65.6023205016793,64.8068210195855,860869.104661346,Relatively Moderate,604872.19343011,91.2080453242094,91.677210740897,672434.100775753,Relatively High,True
12,086,019302,12086019302,193.02,Census Tract 193.02,G5020,S,1622277,69598,+25.6302931,-080.3928568,79766,5024,12,086,019302,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 193.02; Miami-Dade County; Florida,0.626364394254,0.2341,0.3671,0.8264,0.3801,0.3562,1.5938,2.2946,0.8264,1.9588,6.6736,11.5,2.3,31.8,5.6,6.4,12.6,19.0,6.3,6.8,11.0,80.8,21.7,0.0,2.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,4649.0,0.65983125,1105667.78878228,33.5069506379841,Relatively Low,937286.84307454,30.1195481128309,Relatively Low,53.98151987,Relatively Moderate,33.6358251392015,Relatively Low,448.31303308,76.0533856930588,76.2415704261883,528.851208816573,Very Low,392129.222234855,31.3479108438828,32.8445887291451,462574.134341974,Relatively Low,371698.535510336,87.4762782064246,88.4929003233516,438473.132198486,Relatively Moderate,True
12,086,019402,12086019402,194.02,Census Tract 194.02,G5020,S,4730515,198091,+25.6505374,-080.4070121,85476,5924,12,086,019402,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 194.02; Miami-Dade County; Florida,1.82646130253,0.6284,0.5897,0.7915,0.2205,0.5306,2.8852,2.6235,0.7915,1.5499,7.8501,24.7,5.8,34.5,11.1,8.4,7.3,28.5,3.1,10.7,10.1,76.4,7.0,0.0,10.2,0.8,0.0,0.0,1.0,0.0,1.0,2.0,Florida,FL,Miami-Dade,086,5562.0,1.92215634,2733224.3997871,78.1075713793062,Relatively Moderate,2989843.90071267,86.10282546915,Relatively High,22.22946159,Relatively Low,33.6358251392015,Relatively Low,24117.0104888,90.6044364253874,89.4312938542605,22047.0378076251,Relatively Moderate,1315607.29950879,86.4398618972685,79.275326127026,1202688.19743342,Relatively High,1387092.09647222,96.1075480323032,95.4027836355968,1268037.42560808,Relatively High,True
12,086,008312,12086008312,83.12,Census Tract 83.12,G5020,S,1709642,0,+25.6348880,-080.3793935,62945,3821,12,086,008312,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 83.12; Miami-Dade County; Florida,0.660096195484,0.7621,0.726,0.9941,0.4803,0.7538,3.3605,2.8439,0.9941,2.1893,9.3878,30.9,1.9,42.6,28.3,14.0,16.4,15.3,10.3,16.7,15.6,99.6,10.5,0.0,3.8,19.9,0.0,1.0,1.0,1.0,1.0,4.0,Florida,FL,Miami-Dade,086,3318.0,0.66676038,1136266.91223266,34.8578359673219,Relatively Low,647284.798651681,15.3662775677009,Very Low,96.33714387,Very High,33.6358251392015,Relatively Low,746.4111025,77.5233496073021,78.7369972970759,1310.27677532444,Relatively Low,267034.59473158,16.7790121427062,33.4819782859453,468762.089032515,Relatively Low,270803.568666001,84.8180521117591,89.1086742584001,475378.280828879,Relatively Moderate,True
12,086,008314,12086008314,83.14,Census Tract 83.14,G5020,S,1110642,0,+25.6213911,-080.3753515,79698,2833,12,086,008314,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 83.14; Miami-Dade County; Florida,0.428821097484,0.3677,0.787,0.9467,0.2024,0.4692,2.0473,2.9526,0.9467,1.486,7.4326,14.0,1.2,33.9,13.0,8.0,14.5,22.6,9.7,13.6,8.4,95.8,0.0,0.0,5.1,0.0,0.7,0.0,1.0,1.0,0.0,2.0,Florida,FL,Miami-Dade,086,2696.0,0.43315038,531480.514626605,8.32887398475497,Very Low,435156.986875269,6.33558024285412,Very Low,58.42445063,Relatively Moderate,33.6358251392015,Relatively Low,1050.80184,78.4706007217151,78.6714718650176,1283.40051875086,Relatively Low,152952.6633,5.41019799422223,6.08374062050349,186809.272644161,Very Low,193553.021747482,82.1750633735507,83.8310136370027,236396.663063053,Relatively Moderate,False
12,086,008426,12086008426,84.26,Census Tract 84.26,G5020,S,3208975,149559,+25.6522570,-080.3742210,142108,3701,12,086,008426,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 84.26; Miami-Dade County; Florida,1.23899166545,0.0817,0.2651,0.7598,0.0596,0.0937,0.9752,2.1202,0.7598,0.878,4.7332,2.8,4.1,7.2,6.6,3.8,20.7,23.6,7.5,2.2,1.8,71.1,0.0,0.0,0.0,2.1,0.3,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,4603.0,1.30982826,1501578.80568807,49.3358543517296,Relatively Low,1575001.08320935,57.9820090659276,Relatively Moderate,26.5793994,Relatively Low,33.6358251392015,Relatively Low,6171.16608711,84.8094884313309,83.8943948453327,5883.48306650253,Relatively Low,898804.592916179,72.5227235361815,64.5677999357854,856904.761251287,Relatively Moderate,514308.485299041,90.0181463063263,89.3167439898777,490332.81903332,Relatively Moderate,True
12,086,008427,12086008427,84.27,Census Tract 84.27,G5020,S,1359348,4876,+25.6616513,-080.3820344,104554,1864,12,086,008427,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 84.27; Miami-Dade County; Florida,0.524846981496,0.1821,0.2511,0.8551,0.3753,0.2874,1.4074,2.0929,0.8551,1.9449,6.3003,7.1,3.2,33.3,2.6,6.3,15.5,19.8,4.4,3.5,8.0,85.7,3.2,0.0,5.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,2399.0,0.53204736,654347.097740797,13.137835491658,Very Low,628057.79007393,14.4491157197548,Very Low,37.80666943,Relatively Low,33.6358251392015,Relatively Low,2042.399731,80.5030779027807,80.189477707702,2127.89070930737,Relatively Low,276357.940415741,17.9005096648425,14.761038374181,287925.759550531,Very Low,267835.353168984,84.7432505436966,85.0639673836637,279046.432968973,Relatively Moderate,True
12,086,020001,12086020001,200.01,Census Tract 200.01,G5020,S,571525,0,+25.6076105,-080.4267539,74397,2320,12,086,020001,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 200.01; Miami-Dade County; Florida,0.22066694555,0.8201,0.6365,0.939,0.1546,0.6408,3.568,2.7075,0.939,1.3244,8.5389,24.7,6.2,25.6,28.9,23.5,17.5,15.9,6.0,11.7,34.3,95.3,0.0,0.0,1.5,1.5,0.5,2.0,1.0,1.0,0.0,4.0,Florida,FL,Miami-Dade,086,2478.0,0.22289475,495596.165827116,7.04458159418739,Very Low,516981.874839423,9.48047067665641,Very Low,27.18118818,Relatively Low,33.6358251392015,Relatively Low,4408.4182,83.4032052642751,82.5866164305021,4226.05755368326,Relatively Low,255664.553322235,15.5036756934495,10.8165959116692,245088.616315142,Very Low,169129.212750103,81.1333822775692,81.1598481653311,162132.936274303,Relatively Moderate,True
12,086,018901,12086018901,189.01,Census Tract 189.01,G5020,S,1113870,43518,+25.6625875,-080.4119411,100142,3091,12,086,018901,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 189.01; Miami-Dade County; Florida,0.43006743474,0.4004,0.1978,0.7096,0.4124,0.3842,2.1434,1.9926,0.7096,2.0326,6.8782,13.7,5.5,21.3,4.0,16.8,14.6,24.9,3.6,0.7,7.2,64.3,0.0,1.8,2.5,3.4,0.1,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,3353.0,0.45138132,1616162.97620101,53.2006231196414,Relatively Low,1189180.88802423,42.1471686591352,Relatively Low,71.60398034,Relatively High,33.6358251392015,Relatively Low,10113.96079,86.9905540225005,87.511944740219,13745.4353127929,Relatively Low,699000.380533144,60.4105502971088,69.4671375738765,949980.39973971,Relatively Moderate,355807.005108262,87.0856477954316,89.215520877267,483561.512062594,Relatively Moderate,True
12,086,018801,12086018801,188.01,Census Tract 188.01,G5020,S,1319808,0,+25.6633948,-080.4200809,118750,2729,12,086,018801,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 188.01; Miami-Dade County; Florida,0.509580508416,0.1215,0.329,0.6953,0.7974,0.4176,1.1768,2.2343,0.6953,2.9954,7.1018,19.3,0.0,25.9,4.7,2.1,28.6,20.6,5.0,0.0,11.4,62.4,14.0,4.8,8.6,0.0,1.5,0.0,0.0,0.0,1.0,1.0,Florida,FL,Miami-Dade,086,2911.0,0.51472512,1089989.1695936,32.7589692364406,Relatively Low,990880.570589541,32.7442046175165,Relatively Low,44.94047266,Relatively Moderate,33.6358251392015,Relatively Low,14025.4717,88.2986627043091,87.9569716329484,15428.3096320538,Relatively Low,527061.940489056,45.7711910186251,44.167766639316,579779.06105905,Relatively Low,339528.8910107,86.700558241332,87.2332349219738,373488.818885209,Relatively Moderate,True
12,086,008315,12086008315,83.15,Census Tract 83.15,G5020,S,1294765,67926,+25.6219897,-080.3675426,89688,4950,12,086,008315,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 83.15; Miami-Dade County; Florida,0.49991135603,0.6288,0.4018,0.9319,0.5272,0.6288,2.8893,2.3478,0.9319,2.3018,8.4708,20.7,3.4,27.5,10.3,27.7,15.8,15.1,7.6,5.8,25.1,94.6,0.0,0.0,12.4,7.6,0.4,1.0,1.0,1.0,1.0,4.0,Florida,FL,Miami-Dade,086,3442.0,0.53144949,527926.513811502,8.20995802266538,Very Low,576641.874428381,12.0064823731122,Very Low,22.37220873,Relatively Low,33.6358251392015,Relatively Low,661.279111,77.1412651241775,76.6101509815164,605.41350048965,Very Low,199568.579069631,9.46637856119501,5.80309894997206,182708.798799923,Very Low,263134.087389734,84.5978030502417,83.9870659356108,240904.220766726,Relatively Moderate,True
12,086,018902,12086018902,189.02,Census Tract 189.02,G5020,S,1374964,62266,+25.6648846,-080.4034076,93229,3357,12,086,018902,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 189.02; Miami-Dade County; Florida,0.530876350328,0.2957,0.2203,0.7984,0.2373,0.2751,1.8057,2.035,0.7984,1.588,6.2271,18.0,1.1,24.1,12.3,7.3,21.3,22.1,4.6,0.0,7.3,77.1,1.1,1.4,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,3273.0,0.5605197,1260830.21616322,40.0865708204012,Relatively Low,1285606.53064148,46.4534842755478,Relatively Low,29.97453059,Relatively Low,33.6358251392015,Relatively Low,17025.020021,89.1636595202717,88.2818685669042,16696.9124391036,Relatively Low,736298.332176868,63.0657397186274,55.7799103373646,722108.330342692,Relatively Moderate,406525.849993635,88.1785818176781,87.761844510052,398691.250477438,Relatively Moderate,True
12,086,018803,12086018803,188.03,Census Tract 188.03,G5020,S,493260,6609,+25.6737735,-080.4205438,78929,3654,12,086,018803,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 188.03; Miami-Dade County; Florida,0.19044867252,0.6047,0.2771,0.7181,0.6065,0.5803,2.7966,2.1429,0.7181,2.4996,8.1572,28.0,1.3,35.2,8.3,19.3,9.7,28.4,4.6,1.8,13.8,65.4,22.4,3.0,5.7,2.5,0.0,0.0,1.0,0.0,0.0,1.0,Florida,FL,Miami-Dade,086,3044.0,0.19494891,755790.798236935,17.5317802908684,Very Low,531319.562847982,10.0523756957982,Very Low,76.92471717,Relatively High,33.6358251392015,Relatively Low,9075.8213,86.5315219698578,87.2443825593142,12910.1631195638,Relatively Low,263214.417760738,16.3468539352232,23.6404932634107,374416.92122256,Relatively Low,152516.715666976,80.2579268883933,83.2405454801068,216951.790106399,Relatively Moderate,True
12,086,018601,12086018601,186.01,Census Tract 186.01,G5020,S,854006,6279,+25.6764419,-080.4230496,76250,4418,12,086,018601,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 186.01; Miami-Dade County; Florida,0.329733424612,0.5079,0.4961,0.9264,0.1941,0.4584,2.4937,2.4826,0.9264,1.463,7.3657,28.1,0.5,46.9,3.5,14.8,8.2,28.0,2.1,16.2,3.4,94.0,0.0,0.0,6.9,0.4,0.2,0.0,2.0,1.0,0.0,3.0,Florida,FL,Miami-Dade,086,3515.0,0.33551154,1255186.88483868,39.8737112482609,Relatively Low,1116136.39101809,38.7086924865538,Relatively Low,47.85109282,Relatively Moderate,33.6358251392015,Relatively Low,11167.587789,87.3540649543621,87.1242526005406,12558.8681104209,Relatively Low,615325.793425509,53.8177889470841,53.501480503728,691984.305884114,Relatively Moderate,358472.740620432,87.1465972212603,87.8630676226627,403131.988366152,Relatively Moderate,True
12,086,018602,12086018602,186.02,Census Tract 186.02,G5020,S,761196,30290,+25.6812506,-080.4254897,77597,3864,12,086,018602,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 186.02; Miami-Dade County; Florida,0.293899297992,0.6294,0.1623,0.9087,0.7061,0.6276,2.8909,1.9211,0.9087,2.7435,8.4642,12.4,4.4,34.1,18.8,14.3,20.2,12.0,4.2,1.3,31.3,92.2,21.2,0.0,7.4,4.9,0.4,0.0,1.0,1.0,0.0,2.0,Florida,FL,Miami-Dade,086,4310.0,0.30867993,1765782.84823564,57.8121841294757,Relatively Moderate,1162015.45265741,40.9481645019612,Relatively Low,83.85121128,Very High,33.6358251392015,Relatively Low,17282.656,89.2220335385269,90.1384224752232,26262.4885641293,Relatively Moderate,663240.890581523,57.6743312116871,72.1843673076237,1007851.82000731,Relatively Moderate,327916.268819557,86.4165893255392,89.4559257697174,498297.09391112,Relatively Moderate,True
